Postleitzahl,year,bundesland,group,treated,operator_type,anzahl_anlagen,netto_kw,brutto_kw,flaeche_km2,post2023,post2024,post_t1,post_t2,treat_x_t1,treat_x_t2,outcome,treat_x_2015,treat_x_2016,treat_x_2017,treat_x_2018,treat_x_2019,treat_x_2021,treat_x_2022
22045,2018,Hamburg,HH_grenze,1,privat,1.0,4.48,4.48,5.321459,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0
22045,2019,Hamburg,HH_grenze,1,privat,3.0,9.93,10.41,5.321459,0,0,0,0,0,0,3.0,0,0,0,0,1,0,0
22045,2020,Hamburg,HH_grenze,1,privat,5.0,23.785,26.515,5.321459,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0
22045,2021,Hamburg,HH_grenze,1,privat,2.0,12.6,15.83,5.321459,0,0,1,0,1,0,2.0,0,0,0,0,0,1,0
22045,2022,Hamburg,HH_grenze,1,privat,11.0,88.6,99.575,5.321459,0,0,1,1,1,1,11.0,0,0,0,0,0,0,1
22115,2015,Hamburg,HH_grenze,1,privat,0.0,0.0,0.0,3.518433,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
22115,2016,Hamburg,HH_grenze,1,privat,0.0,0.0,0.0,3.518433,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0
22115,2017,Hamburg,HH_grenze,1,privat,0.0,0.0,0.0,3.518433,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0
22115,2018,Hamburg,HH_grenze,1,privat,0.0,0.0,0.0,3.518433,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0
22115,2019,Hamburg,HH_grenze,1,privat,0.0,0.0,0.0,3.518433,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
22115,2020,Hamburg,HH_grenze,1,privat,3.0,29.4,31.79,3.518433,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0
22115,2021,Hamburg,HH_grenze,1,privat,3.0,24.375,24.925,3.518433,0,0,1,0,1,0,3.0,0,0,0,0,0,1,0
22115,2022,Hamburg,HH_grenze,1,privat,3.0,19.03,21.73,3.518433,0,0,1,1,1,1,3.0,0,0,0,0,0,0,1
22117,2015,Hamburg,HH_grenze,1,privat,0.0,0.0,0.0,7.915293,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
22117,2016,Hamburg,HH_grenze,1,privat,2.0,11.73,11.73,7.915293,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0
22117,2017,Hamburg,HH_grenze,1,privat,1.0,4.48,4.48,7.915293,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0
22117,2018,Hamburg,HH_grenze,1,privat,0.0,0.0,0.0,7.915293,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0
22117,2019,Hamburg,HH_grenze,1,privat,2.0,5.92,7.37,7.915293,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0
22117,2020,Hamburg,HH_grenze,1,privat,4.0,25.42,29.19,7.915293,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0
