Spec,Label,T0 (time_id),T0 Year,Pre-RMSPE,Post-RMSPE,Ratio,Mean Post-Gap
baseline_annual,"Annual, baseline (T0 = 2023)",9,2023,0.370146,4.025564,10.88,-3.909339
